회사ID,연매출액,년도,월,월별_연금보험료,월별_직원수
429752,4184259,2018,2,2262940,8
327542,11845716,2018,2,1824980,8
301480,5401573,2017,7,3528140,14
472804,2335093,2016,11,4291140,29
404446,4951450,2016,10,14292600,65
369111,2719795,2017,9,204740,4
408352,6574928,2016,3,2320260,9
476962,1157263,2018,11,3081040,13
442613,1513092,2017,2,4127060,24
314078,5088130,2018,10,2426980,11
134755,25863735,2016,8,12495120,45
228265,1894939,2016,4,5949200,24
272711,1236390,2016,3,504620,6
169493,9691046,2016,10,2526720,12
297874,1501348760,2017,11,9731000,45
452468,4823905,2016,5,2282820,9
227989,66695292,2017,12,16475780,57
421171,17926735,2018,9,12211600,39
293402,34136099,2018,11,1790000,5
150798,5579135,2016,5,3190760,23
234860,16901222,2016,7,7758280,26
135474,8204800,2016,12,15155700,54
507508,8568967,2017,12,7268540,31
249934,10275175,2016,7,1472280,6
177237,2126606,2017,4,1936740,10
299295,8295503,2016,4,4640780,31
480391,836774,2016,6,1019780,6
449052,5857401,2016,7,2542000,12
230828,2051060,2018,9,750940,3
298922,10474222,2018,5,6824080,28
307963,24245115,2016,5,4745720,18
464209,1899747,2018,2,1167560,4
129861,38367053,2016,7,35541400,123
266354,580513,2015,12,773520,5
419977,4264774000,2017,2,395559860,1313
142828,16771331,2017,10,5967200,24
122592,429627,2018,11,495000,3
443110,4443324,2016,12,2372740,13
340723,3194897,2017,9,361340,3
524379,12455151,2018,10,16079220,79
390914,1190145,2018,1,1085400,5
161633,11129205,2016,10,2963920,14
261685,3909717,2017,10,934260,6
497174,7049260,2018,10,3967620,14
140801,6577812,2016,9,5459480,26
131606,18496928,2018,5,14760620,94
325512,1328275,2018,7,1347080,8
446612,842836,2018,1,2373520,16
154283,1612249,2015,11,2265100,17
259149,3494693,2018,6,1505940,5
287333,953688,2018,9,503520,4
316401,1572124,2018,10,2652900,10
332987,901178,2016,8,524600,3
126538,716851120,2017,11,431427220,1326
420682,11618836,2016,2,14488400,66
297682,15805151,2017,1,13248060,44
146336,6128995,2016,7,8305240,30
274656,2489595,2018,10,1073780,5
456371,1150671,2018,7,1904020,7
319736,17101575,2016,10,1931560,8
126664,304408150,2016,11,247574480,804
479689,1538186,2018,6,718360,5
236335,5789453,2017,6,3320200,15
485596,24592,2016,11,430900,4
314286,7118577,2018,1,3304400,12
475548,5380022,2015,11,3771700,15
93848,474469,2018,6,1037880,4
253570,1176503,2016,5,1564200,6
30694,1800598,2018,5,2544480,11
295618,105776333,2018,3,21285800,90
541140,1149811,2018,12,1397760,11
432911,-7882176,2017,11,1687760,5
10929,3223895,2018,3,4775540,23
414226,514552,2017,2,1015000,4
302021,18088712,2017,6,4032240,25
201131,672990,2016,8,740960,4
438057,2849643,2018,8,869120,3
242234,3897827,2016,3,3273140,14
129633,9612866,2016,1,1600340,11
49451,4402105,2018,1,1702880,7
166244,7543922,2016,5,3352620,12
163735,3160686,2016,7,2534640,15
345874,4922600,2016,4,391580,3
167966,3682900,2016,11,1485500,10
242011,9326707,2018,6,2807800,15
319414,6066236,2018,4,1847940,9
332484,1987897,2016,8,1142880,6
156610,6161680,2016,2,4721620,20
181661,646180,2018,7,2202540,9
163302,2683492,2015,12,4533180,16
470125,27157239,2017,1,46269640,216
442376,5871195,2019,7,12455720,37
131485,38587178,2018,6,21734100,94
186362,2579525,2018,7,2434980,9
123667,583872,2016,3,717480,6
278749,138304,2016,11,594000,5
162934,3586028,2018,8,2396120,9
341884,3975475,2018,8,1564440,7
274917,848850,2018,6,1436740,6
443698,2690043,2019,7,8476140,21
315754,4113819,2017,4,1447280,8
90926,2320468,2018,10,926080,4
302021,17404184,2018,9,4810560,24
195047,2740281,2016,10,1779920,6
473643,4455763,2016,4,2092400,10
440982,12094514,2018,1,17305520,61
149640,3059494,2016,6,3895900,23
230190,533098,2016,7,738000,4
235776,19941301,2018,4,3939900,18
130966,26363012,2017,10,22188980,95
218522,368232,2016,3,935900,3
452181,1154675,2017,7,2398820,9
419977,4334414000,2016,4,373469040,1333
404804,18407726,2016,8,10799160,36
186055,1177645,2017,11,1742840,9
146437,3132140,2018,3,6003920,22
403657,52879253,2018,12,64879240,182
507892,2065320,2016,12,2717060,18
141220,53868485,2017,6,8593480,36
278602,324000,2018,6,684000,5
188208,3131583,2018,1,788480,6
262150,2041569,2018,12,2056200,8
234300,6429416,2018,2,7846220,23
307118,11951055,2018,5,559140,3
475327,13433131,2018,12,2753160,13
138453,6934660,2018,10,9611160,40
183615,2869581,2018,10,971180,5
452734,456111,2018,5,2696020,10
202771,1341871,2016,10,1046780,5
396176,9480542,2018,2,4205160,20
233135,34361311,2018,10,6674420,25
249702,20892030,2016,8,1297680,8
360853,1072073,2017,11,823100,4
5711,6218534,2018,3,7127980,32
239211,5547869,2018,3,3901820,17
343437,1741180,2018,9,1771720,5
487425,163475,2018,5,632680,4
134503,3451513,2016,10,10462860,65
263195,516949,2016,11,744460,6
419289,1081639,2018,4,834740,3
447400,1602546,2018,7,2591760,12
196422,3520673,2018,6,1711680,6
325751,5222986,2016,12,2874760,9
285604,2026212,2017,1,723680,3
283018,1082462,2016,12,542040,3
132255,5614685,2018,9,26036440,84
387290,1167066,2016,6,1410000,11
337073,911268,2016,1,2292360,7
305949,15429816,2017,6,4189260,17
189525,1299317,2016,8,1576200,7
245309,2967023,2016,10,1081860,5
196549,5533051,2016,7,2080520,7
41161,1718593,2018,3,1494940,7
756518,718736,2018,12,2126420,10
133722,15353141,2017,3,16696980,73
232757,256498559,2017,6,7365260,41
322498,3352288,2016,7,1713380,10
165611,4576528,2018,10,3204160,11
254574,14544664,2017,1,2302140,9
381281,22625552,2018,11,21517320,145
446612,842836,2018,10,2592880,18
127142,35749363,2016,3,48316580,205
272811,643048,2018,4,583900,4
167915,2521546,2017,4,4538220,14
343068,12990661,2017,5,1301720,6
133951,90702620,2016,11,18125040,59
393078,253661,2018,3,231000,4
133951,100756135,2017,12,20904980,66
159105,4103086,2018,7,4644140,19
442361,5158649,2017,4,6188900,34
126521,554767229,2017,11,537576220,1483
126516,1061715908,2015,11,589400960,1674
485195,1876592,2018,10,368360,3
241677,3599461,2016,1,1123160,5
165510,2157802,2018,3,563480,3
186547,3079401,2018,12,2107240,9
139584,9102010,2017,9,10060420,41
130387,272523306,2017,10,36866740,109
138077,24520294,2017,12,10939040,36
285436,423634,2018,11,612260,4
255364,11147668,2016,10,2531240,8
95042,1296452,2018,10,1028700,4
243797,2819731,2017,1,1841360,11
283487,606040,2016,7,968200,4
128485,93020438,2016,4,45384380,178
312648,4200501,2018,9,4118520,15
343275,1859230,2016,10,1269160,6
140487,8412533,2016,10,8613420,38
133364,12051872,2017,6,12585840,64
151687,7347389,2016,9,6022400,22
382975,8071751,2018,2,6381480,44
204926,2008388,2018,11,1636620,6
429322,4791141,2016,9,941100,6
184435,9004459,2018,1,2709860,9
403826,28402273,2016,3,29695960,138
159195,4074139,2016,4,4359980,17
322477,2161567,2017,1,1382660,10
429710,3379996,2018,2,1791520,6
211056,3718743,2018,9,1442140,5
25375,3194093,2018,6,3047100,13
295986,53137982,2017,4,13215480,80
235680,4229271,2017,9,4088840,23
332380,1702658,2018,7,1164860,3
159517,2854414,2016,10,3226780,15
381879,45362790,2016,8,24963840,81
177663,5073050,2018,12,1936320,8
128896,138621577,2017,5,47293280,141
176267,1529223,2017,9,2457140,11
316401,1649599,2016,1,2155740,10
408351,20498833,2018,8,4477300,21
73944,1238806,2018,5,862200,5
480351,2008558,2018,12,1694560,9
85294,2103379,2018,7,765700,3
202277,1370358,2016,6,1374540,5
290742,886895,2018,1,605160,3
186362,1632772,2016,10,1960160,7
179699,1470361,2017,2,1502040,9
435783,1619000,2018,6,989900,4
148008,35016601,2016,3,5344000,23
150790,9972861,2016,10,6146460,22
471882,5678902,2015,11,6983520,52
127065,123321896,2018,12,72615100,250
205550,492838,2018,10,1130000,6
109716,1791903,2018,12,940140,3
281646,2689868,2016,8,745440,4
140468,19374365,2017,10,14071060,40
442777,1024208,2017,1,3341100,30
509060,604890,2017,1,806660,5
209668,3672696,2016,1,576620,3
179464,5799807,2018,5,1873860,9
412830,398699,2016,9,1669740,8
140003,8789746,2017,4,6464120,28
301480,6037650,2016,9,3611400,13
8496,863717,2018,12,8113180,32
276178,5451818,2016,6,348200,3
917,42843708,2018,9,49632160,150
386690,2342707,2016,5,923540,8
403657,39505283,2016,12,58425380,172
390569,1128012,2018,9,869460,4
131485,68371677,2017,3,12891720,54
199864,1409955,2018,7,923660,6
325652,1704543,2018,6,1118860,5
220995,1545358,2018,2,893420,4
229015,10445460,2018,2,2102080,10
234208,6205162,2018,5,5526780,19
187001,619967,2018,11,1368800,6
131635,24156770,2016,1,18603600,75
478149,1436696,2016,3,2459120,10
184059,803313,2018,2,1825500,9
252397,10691201,2016,5,411480,4
458221,278206,2016,10,1538960,6
429289,18224673,2017,11,2421860,8
138077,29041712,2019,9,8204140,28
164197,1445948,2016,11,3007680,13
341097,4148182,2017,6,1378080,7
276184,1168524,2017,10,860760,5
367217,4712196,2016,11,750220,4
275400,3240651,2016,2,558620,3
266016,1244543,2017,8,977380,7
138709,44582488,2017,11,9791860,36
233388,3347164,2018,12,5347520,34
234523,1897436,2018,5,5446920,23
59133,64833,2018,1,659920,6
323107,8996893,2018,12,2033980,10
443110,4443324,2016,11,2246740,12
311556,14150439,2016,6,3030600,13
265099,1049582,2018,12,1901400,6
129895,14830638,2018,1,24988180,122
427703,17000349,2016,7,6336480,19
195458,967030,2018,3,1304540,5
234029,2959048,2016,10,2573180,14
367331,1537575,2016,5,902500,3
442705,4214743,2018,5,8543140,29
170035,7923930,2017,3,2679760,12
337516,8800155,2016,3,1405860,6
300405,65644663,2018,1,8709720,24
128264,75606399,2018,2,54504240,193
408461,4107433,2016,1,4623000,17
391869,9444000,2016,8,1413700,5
442432,1781166,2018,6,3826380,35
203652,965682,2016,10,972240,5
249371,3112134,2016,4,1182760,7
246414,2948908,2016,9,1024880,7
203652,644437,2018,6,1042280,5
60926,1717540,2018,12,974960,3
458851,168840,2017,5,916200,6
150488,1917039,2016,2,2469940,13
297000,6542971,2018,6,12446900,53
185103,12606820,2018,5,2384100,8
302674,22272478,2018,4,6460120,25
148018,1594698,2017,2,5055900,27
179686,1691264,2018,11,2750540,10
163601,4174768,2017,6,3598240,14
159657,9528201,2015,12,3523940,15
232757,167051835,2016,2,6973360,40
342255,200313,2018,8,1056860,5
851154,2996043,2018,3,1251800,7
133364,12051872,2017,12,14395620,68
266931,734996,2016,12,448020,6
445567,1050327,2018,7,4313620,21
343275,1859230,2016,12,1269160,6
191123,2789029,2016,9,2223520,8
150594,9465717,2015,11,6453920,23
381180,1457438535,2017,3,64228180,171
172426,2932310,2016,1,1769640,9
104394,3362853,2018,11,658260,4
473907,4498034,2017,3,4539640,23
350864,2327820,2018,8,1105280,6
141677,6838932,2018,2,4518220,24
345709,7406867,2018,6,1859400,5
404120,8015665,2018,10,21837020,82
423044,3809389,2017,1,2603400,10
404867,7473755,2018,8,13119380,48
248865,2838462,2018,8,1212020,7
350547,2581218,2016,4,459000,4
305317,17748059,2018,10,7912220,24
326945,5346755,2017,5,1841000,7
202353,1461094,2016,8,1527540,6
155048,1964545,2016,9,4335160,21
455640,632475,2016,10,1320640,6
156012,15632649,2017,10,3036900,16
295717,27589891,2016,12,12661700,84
322676,6368248,2016,8,2194640,7
317331,4906276,2018,12,2304400,8
318809,1110487,2018,12,1267160,10
238192,4660613,2018,1,1999300,13
345343,958616,2016,7,1308140,5
155067,4318881,2018,5,1645820,13
441107,20876264,2017,3,20439800,62
245737,3080295,2016,6,2312260,10
190720,4640251,2018,10,1134780,7
147546,9761025,2016,1,9909340,28
396953,2127160,2016,7,2147700,13
473869,2181734,2017,7,3913100,24
61287,798680,2018,2,176400,3
159707,2951592,2017,3,4016720,16
426912,4012863,2018,4,6156000,36
411728,5493412,2017,6,2483660,11
183518,1135099,2018,8,1737500,7
139605,22810567,2018,3,10664900,41
283255,423970,2016,12,874260,3
179948,983843,2016,3,1475420,8
246414,2353920,2017,7,1229420,8
211056,3718743,2018,11,1667140,6
473265,3233267,2019,3,7933300,43
174397,2049692,2018,3,2379380,10
161364,2380657,2018,11,2970520,10
263039,1271611,2017,6,1126220,6
322968,14598648,2017,1,2299100,8
271115,1091018,2016,1,605040,6
422500,14656581,2016,9,5658460,15
278749,138304,2016,1,324000,3
218522,368232,2016,11,865340,3
169655,2401934,2018,5,1619620,7
483079,1129788,2018,8,1440620,4
489323,362488,2018,2,434240,3
475327,13433131,2018,5,1812740,11
306974,774406,2016,1,5257880,19
294367,633160910,2017,1,243844940,917
599171,4079835,2018,6,677960,4
442111,7455195,2018,11,9388060,36
413008,1139782,2016,5,2792680,9
302021,18088712,2017,4,4032240,25
452328,261679,2016,9,1394060,8
337982,4692068,2016,4,1076740,5
297279,4810242,2018,6,10845880,41
140468,15269990,2018,8,14312360,40
128174,105847542,2019,10,47082300,142
549503,115293,2018,10,492640,4
319816,16731603,2016,11,2689540,10
262718,1663055,2016,5,625760,6
427507,8439310,2018,4,3983960,13
175728,7133264,2016,6,1785580,8
483507,710563,2016,12,597240,4
409261,1594808,2018,1,2661180,11
406598,1893030,2018,12,4113840,15
564296,34343883,2018,9,4748520,16
272304,181898,2018,11,292140,3
334700,2853877,2017,4,1930920,6
196549,5533051,2016,4,1780800,7
474809,4385806,2018,7,1940900,11
329520,671607,2016,11,1166480,7
151598,5066376,2018,10,5967140,25
343275,2307394,2018,1,1287700,5
404627,7412271,2018,2,7365100,29
208631,484938,2016,1,1016280,4
244424,5368002,2016,7,2910820,12
403657,52879253,2018,4,64904160,198
346485,8354777,2016,10,1466880,6
308081,7084166,2018,7,4367940,15
524379,12455151,2018,2,14858880,80
46311,887625,2018,5,1034720,6
218274,2203569,2016,9,898280,4
507625,4561719,2016,3,3302180,14
155358,9313940,2016,12,4279160,20
12272,3411923,2018,1,4075460,23
147839,5983002,2018,1,4868620,24
338253,322693,2016,10,841200,5
163524,1341760,2016,8,3009840,12
147892,6878688,2017,12,6979000,27
244103,1197526,2018,3,2506100,9
247827,1294843,2018,9,2178700,7
72107,813957,2018,3,624480,5
314638,3557776,2017,12,2789420,11
172547,1132896,2018,1,2125440,11
441726,3843849,2016,11,10496820,48
261973,4331618,2017,2,1112740,5
441018,4763137,2016,10,13803880,64
315754,3702549,2018,10,2053500,9
161640,2876161,2018,11,3007740,10
332484,1923186,2017,6,1179520,6
251519,1730354,2016,10,1199960,9
152818,4892390,2018,4,6184540,22
444412,729506,2016,11,1683400,13
136443,11141186,2016,2,13436780,53
154587,6430126,2018,6,4620380,20
507742,11163636,2018,5,4564080,25
369020,885647,2018,3,838520,3
444064,5698698,2016,1,2959180,18
327508,10824026,2018,7,1849820,8
246443,1049242,2018,7,1767460,10
382077,3122242,2018,12,5500840,52
182835,7401350,2018,10,2287760,12
141456,13697811,2015,12,11235980,39
164749,2340744,2015,11,2356900,16
193783,2867624,2016,7,1554020,7
259887,846379,2016,9,566800,6
449401,2559351,2018,4,2476640,12
280465,242959,2016,11,460860,4
156012,10401789,2016,3,2030740,13
321706,2385895,2018,12,1287780,7
167173,913497,2016,7,2028300,15
260677,3377331,2016,9,459980,3
180457,1689460,2016,6,1807100,7
68788,2093577,2018,11,3513500,12
233548,11223182,2017,6,5651620,28
129828,111518584,2016,9,37615180,130
206383,91080,2016,10,351000,3
243797,2819731,2017,5,2475940,13
148339,5071265,2018,3,6661720,25
253570,1176503,2016,3,1564200,6
175022,1360179,2017,8,3004080,12
155048,1964545,2016,10,4069660,20
270460,7670000,2019,6,2120660,10
396729,14542488,2016,6,3473260,17
470568,9199772,2018,10,25412660,93
229015,7081399,2016,7,2912200,14
440094,35900640,2017,12,90405160,308
478873,1783367,2018,5,2172200,9
332916,3916218,2019,3,2779180,10
445195,1493479,2015,11,6000760,21
263178,1665716,2016,6,766680,5
141811,7426253,2018,8,8260860,32
139414,28853346,2015,12,9556940,44
192812,16025310,2017,12,972260,3
509060,628437,2018,2,798180,5
241677,3599461,2016,4,1123160,5
314638,5581418,2018,5,2762420,11
205952,569223,2018,7,702260,4
151639,2517251,2016,11,4578300,22
137513,12437975,2015,11,7647660,50
162992,3016481,2016,10,3332140,16
430507,11435810,2016,10,1959840,7
335639,7881457,2017,10,1143800,7
260712,5458134,2017,8,889820,6
332158,10147223,2018,4,2111820,8
441821,4156600,2018,11,10043020,43
306893,14182286,2017,12,5266920,17
132930,33885672,2018,11,21224080,82
316303,8071603,2018,1,3183180,11
309695,9854885,2016,9,3486160,16
231576,27468886,2018,7,26468260,71
475070,1202251,2016,3,4351960,18
135894,12209443,2018,5,13791300,54
164169,2449221,2016,5,2030180,12
220865,1987940,2018,4,775340,3
44997,4560613,2018,1,1341700,5
131228,32322693,2016,7,28011920,94
487425,99001,2017,11,632680,4
197831,2710320,2018,12,1309940,4
140134,7962026,2016,10,10954720,42
345779,2388323,2018,1,1225960,6
332494,30558261,2018,7,1639700,7
195686,1267177,2018,1,1022740,6
474776,1271010,2017,3,2309780,19
125987,2487905,2018,4,3848100,13
211036,4926231,2018,3,930320,4
132345,78513292,2018,3,31106260,86
233614,25377664,2016,9,5591960,19
251353,1434225,2018,2,1516120,7
337516,9444970,2018,5,1879620,7
148233,2724557,2016,4,5591860,24
188890,1261434,2016,11,1321100,7
158094,69916315,2018,1,4828380,18
287139,110891,2016,10,541340,4
57389,295966,2018,6,1655720,6
325358,2128006,2018,11,2079400,9
143260,5995329,2016,3,4995900,20
147862,14078926,2017,11,6507420,26
454281,813482,2018,7,1755140,8
414029,2165387,2017,5,1901680,8
486754,163050,2018,11,627280,3
219601,1281383,2018,12,853100,4
310835,6474471,2017,12,3779420,12
403826,20466860,2017,5,33731280,135
458501,306724,2016,10,495000,4
328902,6407783,2016,11,2108940,8
400614,311295,2018,1,736280,6
231972,71110429,2017,7,18404800,63
405710,513100,2015,11,1347380,9
199413,1421324,2018,7,1644900,6
309688,3461451,2018,3,2269860,13
436269,399650,2017,1,665000,3
66658,534800,2018,6,685160,3
510430,76293668,2016,10,35200500,146
281646,2411778,2018,4,674180,3
297542,20100227,2019,7,10119320,42
237640,1647171,2016,7,1574400,15
317331,7816303,2017,9,2852700,10
150654,8176666,2017,6,3565180,15
511183,3193673,2016,3,8394740,34
445254,1302290,2018,11,656800,3
473907,4501737,2016,2,4101980,22
299539,3625494,2017,4,6968400,34
460097,393925,2016,9,1019500,4
229495,760988,2016,4,1697820,9
247210,1347408,2018,11,1419680,12
147546,8120613,2018,11,10964760,27
300287,31938076,2018,8,3587360,21
400430,5885849,2018,8,765720,4
420710,19991533,2016,6,13064460,64
126674,531267060,2017,1,267192820,803
237990,32483409,2018,4,1470420,7
413567,1762130,2016,10,1483740,8
238820,926157,2016,2,1895580,16
161911,3700488,2015,11,2906440,11
786,65514573,2018,5,42963340,161
257366,3400195,2018,12,1239360,8
304249,4384454,2018,10,4903780,19
287333,953688,2018,11,503520,4
207614,1820412,2016,8,5207000,16
162112,3580358,2015,12,1597020,8
396875,22956239,2015,11,4022240,15
102709,752869,2018,10,537280,3
129184,26338649,2017,10,28567360,133
175227,1297363,2018,1,1494120,11
198490,1636130,2018,2,705400,4
266692,3441808,2017,12,1686560,7
231080,132542490,2017,11,45913340,154
305949,15429816,2017,10,4618840,17
206999,3869955,2016,12,1066120,5
331110,10810210,2018,5,2025620,7
270321,1022262,2018,7,1569060,5
442777,1024208,2017,3,3343160,30
266016,1244543,2017,7,977380,7
436655,3538127,2018,5,793880,3
46175,1248045,2018,1,1269000,7
231576,37215279,2016,9,29925060,86
378332,1590445,2018,7,411460,3
319815,19873252,2017,2,1758940,8
376939,1316507,2018,10,669060,3
351928,2414456,2018,12,1039680,4
299539,3295891,2016,1,6689340,35
136949,8715562,2016,4,7525300,29
328902,6407783,2016,3,1656060,9
184108,5083859,2016,5,1739320,9
133364,9937977,2016,2,11043900,59
258975,4695657,2016,3,517300,4
180401,2545165,2017,5,2426380,10
289301,988887,2017,1,843200,3
305801,2742338,2016,1,2819600,15
221206,825636,2017,9,1148380,4
149554,5336730,2017,2,3198440,26
478736,81182,2018,3,1038220,7
224957,1599816,2016,6,564740,3
132029,2547154,2016,2,7314680,30
301153,13721286,2016,7,8521120,27
340691,4613762,2018,6,1144340,7
196430,4796743,2016,1,1171700,6
448272,1068630,2018,5,3460940,13
124223,3381835,2016,12,1224780,5
301112,44663291,2017,10,3411400,18
412830,398699,2016,8,1795640,9
262528,601623,2017,11,1326500,5
362486,17000122,2016,6,643140,3
124281,171768,2016,3,283380,5
450042,1779271,2016,10,1522040,7
127065,122655071,2016,10,98894740,395
232257,12051936,2018,9,13904260,59
441545,1472706,2015,11,5536300,52
472892,905067,2016,10,2990920,20
167275,2002207,2017,6,1824920,12
221280,1784414,2018,10,697660,3
130387,257865176,2016,5,26224700,89
481691,3328564,2016,5,659960,7
298434,5903307,2016,6,7242940,36
136681,21890718,2017,6,9119680,41
411019,1174498,2016,10,660500,5
123667,435009,2015,12,987480,8
201460,1036644,2017,8,1544820,6
127511,366664204,2018,11,101515640,272
404634,32512650,2018,6,15043800,51
481881,2048724,2015,12,807840,3
322239,2893714,2018,4,2298220,8
443177,3648114,2016,5,7365680,29
254865,150828,2016,1,864000,8
387953,5517480,2016,6,2885660,8
143259,5403283,2016,8,5505200,28
231384,115913219,2016,3,29864700,106
154587,6430126,2018,8,4773600,20
131397,32444717,2017,1,23979400,86
158148,4190706,2016,5,2327300,8
145816,13157625,2016,10,6235200,26
133431,46417635,2017,2,16034220,64
271912,4990544,2018,11,1360880,5
154283,1680564,2018,12,2472240,19
445165,17365354,2016,3,3046040,11
190713,1055538,2017,7,1286260,5
341216,11247717,2016,11,879480,5
547586,283610660,2018,12,115903380,406
319736,17101575,2016,4,2260340,9
381278,13567171,2018,11,36047460,154
291968,5015520,2017,9,717200,3
179950,1017798,2015,11,1560040,7
479951,1230637,2017,9,1625920,7
143946,6488349,2016,1,2624880,18
176550,5688905,2017,12,2337180,8
63461,2838833,2018,3,1063700,5
459367,491584,2018,9,1270420,5
314078,3614825,2016,7,2731120,13
387953,5519487,2018,5,2692800,7
242853,9366806,2018,8,4599960,15
164975,2912111,2016,6,2806800,12
231260,51000425,2017,6,25818940,87
302706,5290917,2015,12,4784620,25
407626,2439696,2017,1,5166140,19
187738,2761386,2016,7,988100,6
126983,195570294,2018,7,137003600,488
301272,29791948,2015,11,2585120,10
288475,1493018,2018,2,1074680,4
156235,5381611,2015,11,4367840,19
145177,3889006,2018,2,2641740,10
436269,512170,2016,11,779480,4
314390,12562563,2016,5,2987980,13
296986,36109015,2018,8,17335740,54
165791,1764231,2016,8,3199460,14
301502,8964584,2018,10,5858820,26
174397,3192109,2016,6,2868920,11
127503,82316727,2017,11,75617480,289
129184,28906019,2018,8,27230120,120
131397,31029936,2016,7,23502400,84
272310,1818447,2017,10,1980880,6
406598,2548808,2016,12,7428240,26
445109,635702,2016,12,2967280,17
233821,9611965,2016,7,2067560,7
397328,1112401,2016,12,2100580,12
239455,1888773,2018,8,3274760,14
266354,776207,2018,12,1109960,5
310271,7224397,2016,9,3141300,14
140042,6095523,2018,10,9015000,44
327178,2209255,2018,6,1317760,9
60969,963499,2018,12,1164660,6
408951,4858756,2016,1,1237300,7
322498,3352288,2016,3,1456440,9
118488,5553667,2018,4,727200,3
164998,2172292,2017,7,2996400,15
408865,2327729,2016,9,5842400,17
133643,14025841,2018,6,13094840,62
470042,12421324,2015,11,38903320,248
181274,2684794,2016,10,2169780,9
180651,2347013,2018,5,1878640,8
310472,3019131,2016,7,2215060,12
84432,6328969,2018,3,1151100,4
473907,4501737,2016,3,4362980,24
188004,17245222,2016,7,2494040,8
238002,6697911,2016,5,2101440,10
124913,474740,2016,7,415760,4
356820,1305066,2016,6,1164320,5
383250,31625207,2017,4,5943280,27
483989,401967,2016,11,372480,4
144945,3038896,2016,4,6874480,31
175517,5660325,2016,1,2569560,9
331914,2677465,2018,3,1543720,8
203845,5299547,2016,12,1017340,5
154183,7064270,2016,8,5631220,20
185418,1048066,2018,11,1207600,5
231606,77135472,2018,4,11002300,38
440855,11702358,2018,9,17845880,74
148501,7605487,2016,9,4852680,20
434921,1469097,2016,4,935080,4
141483,6830903,2018,10,10054740,34
281512,1520208,2016,12,650600,4
300287,26638185,2016,2,4855300,29
289301,1139878,2018,10,877580,3
146496,651374,2016,8,1293960,8
403657,46989687,2017,6,61264140,194
130322,197362386,2016,10,26979220,108
232841,25245547,2016,1,7580700,37
281862,1762449,2018,11,1511780,6
314863,24706530,2016,1,1737620,8
239452,4187294,2018,6,2150360,11
281813,122017,2018,1,495340,5
131554,28148288,2016,8,27190340,90
126521,567246558,2018,4,537680620,1505
306356,2791635,2018,3,4325560,17
131440,26330782,2017,6,19137660,78
149718,3518626,2016,10,5271220,25
406912,676998,2016,11,3094800,11
167368,3697730,2017,6,2135320,14
406993,1543183,2017,7,6040300,25
480351,2008558,2018,7,1528160,8
451376,2061695,2016,12,1098060,7
451237,3566294,2016,9,2075560,9
139414,16475426,2017,6,8141640,33
524587,14268682,2018,7,7221860,32
273973,1476926,2018,1,1341880,6
249056,2923141,2016,3,756160,5
35270,661000,2018,3,1668740,7
248936,4671442,2016,7,1237020,7
149640,3025524,2017,1,4071520,23
274591,2459918,2018,12,1088620,7
131909,5058318,2016,4,26966780,88
147839,5886334,2016,7,5018100,26
441726,3843849,2016,8,10335340,47
173916,3046885,2016,11,506320,3
224763,2239207,2015,12,888660,3
167275,2002207,2017,12,2376260,14
307780,6794796,2018,9,3678560,19
473565,1753455,2016,3,3517800,24
237104,3877037,2015,11,5777580,21
141280,22384657,2017,11,7507120,33
161795,3098716,2016,10,3348020,16
440679,18051147,2017,7,29136180,86
78784,3351753,2018,3,761940,3
230741,825113,2018,4,512340,4
86473,231191,2018,8,639000,3
691111,4963524,2018,12,5928300,24
469789,27793862,2016,11,91319660,389
139716,3654265,2016,2,8487900,42
147680,7600910,2017,8,5914020,23
348843,3284516,2018,1,1363860,6
221158,1821757,2018,10,1345120,4
355722,2550086,2017,1,495440,3
130084,53559540,2018,5,36688340,111
265436,7424500,2017,3,1089900,5
150798,5702637,2018,3,2983460,18
190847,2120263,2016,9,2259880,7
134369,14137209,2016,3,14979900,65
254574,15726038,2018,1,2395680,9
229644,1879804,2018,4,1710800,6
171439,4630622,2017,6,2524420,12
301826,15970336,2016,2,5519340,23
454091,899627,2016,3,1301840,7
294962,6109944,2016,8,20092120,132
230596,198631,2018,4,633680,4
282651,2655110,2018,8,938160,4
305010,8752448,2016,4,3228160,20
250889,180557,2018,2,755900,4
258505,1584494,2018,5,1019060,7
387863,3675214,2016,11,2080160,8
254574,15726038,2018,6,2395680,9
264910,913555,2017,2,1291300,7
30460,461986,2018,9,659680,5
377769,5990606,2018,11,978300,3
139924,9511760,2017,3,7808920,38
234236,118124055,2018,11,6126160,19
392829,1668786,2018,12,836720,4
266307,528538,2018,2,791160,7
266111,1011905,2016,4,751500,5
263817,774729,2016,10,428200,4
384823,2610043,2017,6,1940900,12
410036,695090,2016,1,2719020,14
431973,1140555,2017,1,771740,5
139393,56126150,2017,4,11013360,43
341884,4118163,2016,7,1470200,7
271912,4990544,2018,2,968740,5
254645,873043,2018,7,2068540,7
221284,585996,2018,1,839880,3
137889,18060207,2016,12,3067160,12
147393,3907022,2016,1,8247000,25
123548,1975096,2017,2,2527300,11
328797,4338223,2018,7,1917600,8
34254,3189623,2018,12,1535840,9
244312,247325,2018,10,1612420,10
338737,3624007,2018,10,1273760,6
174094,1330091,2018,5,1880980,10
151209,3573802,2016,10,5718080,20
191123,2325831,2017,2,2043520,8
455289,1008204,2018,9,1426820,7
411019,1174498,2016,2,713680,5
